entityName,propertyName,propertyLabel,propertyType,nullable,length,precision,scale,unique,defaultValue,relationshipType,targetEntity,inversedBy,mappedBy,cascade,orphanRemoval,fetch,orderBy,indexType,compositeIndexWith,validationRules,validationMessage,formType,formOptions,formRequired,formReadOnly,formHelp,showInList,showInDetail,showInForm,sortable,searchable,filterable,apiReadable,apiWritable,apiGroups,allowedRoles,translationKey,formatPattern,fixtureType,fixtureOptions
Contact,nickname,Nickname,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,ranking,Ranking,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,randomNumber,{}
Contact,email,Email,string,1,,,,1,,,,,,,,LAZY,,simple,,"Email,Length(max=255)",,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,phone,Phone,string,1,20,,,,,,,,,,,LAZY,,,,"Regex(pattern=""/^[\d\s\+\-\(\)]+$/"",message=""Invalid phone"")",,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,address,Address,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,neighborhood,Neighborhood,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,city,City,,1,,,,,,ManyToOne,City,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,postalCode,PostalCode,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,geo,Geo,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,birthDate,BirthDate,date,1,,,,,,,,,,,,LAZY,,,,,,DateType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,date,{}
Contact,gender,Gender,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,randomNumber,{}
Contact,document,Document,string,1,20,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,score,Score,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,randomNumber,{}
Contact,notes,Notes,text,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,paragraph,{}
Contact,socialMedias,SocialMedias,,1,,,,,,OneToMany,SocialMedia,contact,,"persist,remove",1,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,flags,Flags,,1,,,,,,OneToMany,Flag,contact,,"persist,remove",1,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,talks,Talks,,1,,,,,,OneToMany,Talk,contact,,persist,,EXTRA_LAZY,"{""createdAt"": ""desc""}",,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,firstTalkDate,FirstTalkDate,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,dateTime,{}
Contact,lastTalkDate,LastTalkDate,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,dateTime,{}
Contact,profilePictureUrl,ProfilePictureUrl,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,status,Status,integer,1,,,,,,,,,,,,LAZY,,composite,organization|accountManager,,,IntegerType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,randomNumber,{}
Contact,billingAddress,BillingAddress,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"contact:read,contact:write",,,,word,{}
Contact,billingCity,BillingCity,,1,,,,,,ManyToOne,City,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,primaryDeals,PrimaryDeals,,1,,,,,,OneToMany,Deal,primaryContact,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,tasks,Tasks,,1,,,,,,OneToMany,Task,contact,,,,EXTRA_LAZY,"{""dueDate"": ""asc""}",,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,eventAttendances,EventAttendances,,1,,,,,,OneToMany,EventAttendee,contact,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,deals,Deals,,1,,,,,,ManyToMany,Deal,contacts,,,,EXTRA_LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Contact,campaigns,Campaigns,,1,,,,,,ManyToMany,Campaign,contacts,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"contact:read,contact:write",,,,,{}
Company,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"company:read,company:write",CLIENT,,,word,{}
Company,organization,Organization,,,,,,,,ManyToOne,Organization,companies,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"company:read,company:write",,,,,{}
Company,accountManager,AccountManager,,1,,,,,,ManyToOne,User,managedCompanies,,,,LAZY,,composite,organization|status,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,email,Email,string,1,,,,1,,,,,,,,LAZY,,simple,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,document,Document,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,address,Address,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,city,City,,1,,,,,,ManyToOne,City,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,postalCode,PostalCode,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,geo,Geo,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,celPhone,CelPhone,string,1,20,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,businesPhone,BusinesPhone,string,1,20,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,contactName,ContactName,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,website,Website,string,1,,,,,,,,,,,,LAZY,,,,"Url,Length(max=255)",,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,socialMedias,SocialMedias,,1,,,,,,OneToMany,SocialMedia,company,,"persist,remove",1,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,contacts,Contacts,,1,,,,,,OneToMany,Contact,company,,,,EXTRA_LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,flags,Flags,,1,,,,,,OneToMany,Flag,company,,"persist,remove",1,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,deals,Deals,,1,,,,,,OneToMany,Deal,company,,,,EXTRA_LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,campaigns,Campaigns,,1,,,,,,ManyToMany,Campaign,companies,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,industry,Industry,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,word,{}
Company,companySize,CompanySize,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,randomNumber,{}
Company,notes,Notes,text,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,1,,1,1,"company:read,company:write",,,,paragraph,{}
Company,status,Status,integer,1,,,,,,,,,,,,LAZY,,composite,organization|accountManager,,,IntegerType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,randomNumber,{}
Company,manufacturedProducts,ManufacturedProducts,,1,,,,,,ManyToMany,Product,manufacturer,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,suppliedProducts,SuppliedProducts,,1,,,,,,ManyToMany,Product,supplier,,,,LAZY,name,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,manufacturedBrands,ManufacturedBrands,,1,,,,,,ManyToMany,Brand,manufacturers,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Company,suppliedBrands,SuppliedBrands,,1,,,,,,ManyToMany,Brand,suppliers,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"company:read,company:write",,,,,{}
Flag,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"flag:read,flag:write",CLIENT,,,word,{}
Flag,organization,Organization,,1,,,,,,ManyToOne,Organization,flags,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"flag:read,flag:write",,,,,{}
Flag,sentiment,Sentiment,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"flag:read,flag:write",,,,randomNumber,{}
Flag,user,User,,1,,,,,,ManyToOne,User,flags,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"flag:read,flag:write",,,,,{}
Flag,contact,Contact,,1,,,,,,ManyToOne,Contact,flags,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"flag:read,flag:write",,,,,{}
Flag,company,Company,,1,,,,,,ManyToOne,Company,flags,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"flag:read,flag:write",,,,,{}
Flag,color,Color,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"flag:read,flag:write",,,,word,{}
Flag,icon,Icon,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"flag:read,flag:write",,,,word,{}
Talk,organization,Organization,,1,,,,,,ManyToOne,Organization,talks,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"talk:read,talk:write",TALK,,,,{}
Talk,contact,Contact,,1,,,,,,ManyToOne,Contact,talks,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,,{}
Talk,users,Users,,1,,,,,,ManyToMany,User,talks,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,,{}
Talk,agents,Agents,,1,,,,,,ManyToMany,Agent,talks,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,,{}
Talk,deal,Deal,,1,,,,,,ManyToOne,Deal,talks,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,,{}
Talk,talkType,TalkType,,1,,,,,,ManyToOne,TalkType,talks,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,,{}
Talk,campaigns,Campaigns,,1,,,,,,ManyToMany,Campaign,talks,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,,{}
Talk,dateStart,DateStart,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,dateTime,{}
Talk,dateLastMessage,DateLastMessage,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,dateTime,{}
Talk,status,Status,integer,1,,,,,,,,,,,,LAZY,,composite,organization,,,IntegerType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,randomNumber,{}
Talk,summary,Summary,text,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,1,,1,1,"talk:read,talk:write",,,,paragraph,{}
Talk,subject,Subject,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"talk:read,talk:write",,,,word,{}
Talk,messages,Messages,,1,,,,,,OneToMany,TalkMessage,talk,,"persist,remove",1,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,,{}
Talk,outcome,Outcome,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,randomNumber,{}
Talk,priority,Priority,integer,1,,,,,,,,,,,,LAZY,,composite,status|organization,,,IntegerType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,randomNumber,{}
Talk,channel,Channel,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,randomNumber,{}
Talk,durationSeconds,DurationSeconds,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,randomNumber,{}
Talk,recordingUrl,RecordingUrl,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,randomNumber,{}
Talk,isArchived,IsArchived,boolean,1,,,,,,,,,,,,LAZY,,,,,,CheckboxType,{},,,,1,1,1,1,,,1,1,"talk:read,talk:write",,,,boolean,{}
TalkType,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"talktype:read,talktype:write",ORGANIZATION_ADMIN,,,word,{}
TalkType,organization,Organization,,1,,,,,,ManyToOne,Organization,talkTypes,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"talktype:read,talktype:write",,,,,{}
TalkType,description,Description,text,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,1,,1,1,"talktype:read,talktype:write",,,,paragraph,{}
TalkType,iconUrl,IconUrl,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"talktype:read,talktype:write",,,,word,{}
TalkType,talks,Talks,,1,,,,,,OneToMany,Talk,talkType,,,,EXTRA_LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talktype:read,talktype:write",,,,,{}
TalkTypeTemplate,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"talktypetemplate:read,talktypetemplate:write",SUPER_ADMIN,,,word,{}
TalkTypeTemplate,description,Description,text,,,,,,,,Description,,,,,LAZY,,,,NotBlank,,TextareaType,{},1,,,1,1,1,1,1,,1,1,"talktypetemplate:read,talktypetemplate:write",,,,paragraph,{}
TalkTypeTemplate,iconUrl,IconUrl,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"talktypetemplate:read,talktypetemplate:write",,,,word,{}
TalkMessage,organization,Organization,,1,,,,,,ManyToOne,Organization,talkMessages,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"talkmessage:read,talkmessage:write",,,,,{}
TalkMessage,talk,Talk,,,,,,,,ManyToOne,Talk,messages,,,,LAZY,,simple,,,,EntityType,{},1,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,,{}
TalkMessage,fromContact,FromContact,,1,,,,,,ManyToOne,Contact,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,,{}
TalkMessage,fromUser,FromUser,,1,,,,,,ManyToOne,User,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,,{}
TalkMessage,fromAgent,FromAgent,,1,,,,,,ManyToOne,Agent,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,,{}
TalkMessage,date,Date,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,dateTime,{}
TalkMessage,text,Text,text,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,1,,1,1,"talkmessage:read,talkmessage:write",,,,paragraph,{}
TalkMessage,messageType,MessageType,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,randomNumber,{}
TalkMessage,attachments,Attachments,,1,,,,,,OneToMany,Attachment,talkMessage,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,,{}
TalkMessage,read,Read,boolean,1,,,,,,,,,,,,LAZY,,,,,,CheckboxType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,boolean,{}
TalkMessage,readAt,ReadAt,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,dateTime,{}
TalkMessage,sentiment,Sentiment,float,1,,,,,,,,,,,,LAZY,,,,,,TextType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,word,{}
TalkMessage,parentMessage,ParentMessage,,1,,,,,,ManyToOne,TalkMessage,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,,{}
TalkMessage,edited,Edited,boolean,1,,,,,,,,,,,,LAZY,,,,,,CheckboxType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,boolean,{}
TalkMessage,notification,Notification,,1,,,,,,OneToOne,Notification,talkMessage,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"talkmessage:read,talkmessage:write",,,,,{}
Attachment,filename,Filename,string,,,,,,,,,,,,,LAZY,,,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"attachment:read,attachment:write",USER,,,word,{}
Attachment,fileType,FileType,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"attachment:read,attachment:write",,,,word,{}
Attachment,fileSize,FileSize,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"attachment:read,attachment:write",,,,randomNumber,{}
Attachment,url,Url,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"attachment:read,attachment:write",,,,word,{}
Attachment,talkMessage,TalkMessage,,1,,,,,,ManyToOne,TalkMessage,attachments,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"attachment:read,attachment:write",,,,,{}
Attachment,product,Product,,1,,,,,,ManyToOne,Product,attachments,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"attachment:read,attachment:write",,,,,{}
Attachment,event,Event,,1,,,,,,ManyToOne,Event,attachments,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"attachment:read,attachment:write",,,,,{}
AgentType,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"agenttype:read,agenttype:write",SUPER_ADMIN,,,word,{}
AgentType,description,Description,text,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,1,,1,1,"agenttype:read,agenttype:write",,,,paragraph,{}
AgentType,defaultPrompt,DefaultPrompt,text,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,1,,1,1,"agenttype:read,agenttype:write",,,,paragraph,{}
AgentType,active,Active,boolean,1,,,,,,,,,,,,LAZY,,,,,,CheckboxType,{},,,,1,1,1,1,,,1,1,"agenttype:read,agenttype:write",,,,boolean,{}
Agent,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"agent:read,agent:write",,,,word,{}
Agent,organization,Organization,,1,,,,,,ManyToOne,Organization,agents,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"agent:read,agent:write",,,,,{}
Agent,user,User,,1,,,,,,ManyToOne,User,agents,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"agent:read,agent:write",,,,,{}
Agent,agentType,AgentType,,1,,,,,,ManyToOne,AgentType,,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"agent:read,agent:write",,,,,{}
Agent,agentPrompt,AgentPrompt,text,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,1,,1,1,"agent:read,agent:write",,,,paragraph,{}
Agent,talks,Talks,,1,,,,,,ManyToMany,Talk,agents,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"agent:read,agent:write",,,,,{}
Deal,dealNumber,DealNumber,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"deal:read,deal:write",,,,word,{}
Deal,name,Name,string,,,,,,,,,,,,,LAZY,,simple,,"NotBlank,Length(max=255)",,TextType,{},1,,,1,1,1,1,1,,1,1,"deal:read,deal:write",,,,word,{}
Deal,organization,Organization,,,,,,,,ManyToOne,Organization,deals,,,,LAZY,,composite,createdAt,,,EntityType,{},,,,1,1,,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,manager,Manager,,1,,,,,,ManyToOne,User,managedDeals,,,,LAZY,,composite,organization|dealStatus,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,team,Team,,1,,,,,,ManyToMany,User,deals,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,company,Company,,1,,,,,,ManyToOne,Company,deals,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,contacts,Contacts,,1,,,,,,ManyToMany,Contact,deals,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,primaryContact,PrimaryContact,,1,,,,,,ManyToOne,Contact,primaryDeals,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,dealStatus,DealStatus,integer,1,,,,,,,,,,,,LAZY,,composite,organization|currentStage,,,IntegerType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,randomNumber,{}
Deal,currentStage,CurrentStage,,1,,,,,,ManyToOne,PipelineStage,deals,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,daysInCurrentStage,DaysInCurrentStage,float,1,,,,,,,,,,,,LAZY,,,,,,TextType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,word,{}
Deal,dealStages,DealStages,,1,,,,,,OneToMany,DealStage,deal,,"persist,remove",1,LAZY,"{""lastUpdatedAt"": ""desc""}",,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,dealType,DealType,,1,,,,,,ManyToOne,DealType,deals,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,leadSource,LeadSource,,1,,,,,,ManyToOne,LeadSource,deals,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,campaign,Campaign,,1,,,,,,ManyToOne,Campaign,deals,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,sourceDetails,SourceDetails,string,1,,,,,,,,,,,,LAZY,,,,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"deal:read,deal:write",,,,word,{}
Deal,description,Description,text,1,,,,,,,,,,,,LAZY,,,,,,TextareaType,{},,,,1,1,1,1,1,,1,1,"deal:read,deal:write",,,,paragraph,{}
Deal,category,Category,,1,,,,,,ManyToOne,DealCategory,deals,,,,LAZY,,simple,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,products,Products,,1,,,,,,ManyToMany,Product,deals,,,,LAZY,,,,,,EntityType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,,{}
Deal,priority,Priority,string,1,,,,,,,,,,,,LAZY,,composite,dealStatus,Length(max=255),,TextType,{},,,,1,1,1,1,1,,1,1,"deal:read,deal:write",,,,word,{}
Deal,forecastCategory,ForecastCategory,integer,1,,,,,,,,,,,,LAZY,,,,,,IntegerType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,randomNumber,{}
Deal,initialDate,InitialDate,datetime,1,,,,,,,,,,,,LAZY,,,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,dateTime,{}
Deal,lastActivityDate,LastActivityDate,datetime,1,,,,,,,,,,,,LAZY,,simple,,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,dateTime,{}
Deal,expectedClosureDate,ExpectedClosureDate,datetime,1,,,,,,,,,,,,LAZY,,composite,dealStatus|organization,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,dateTime,{}
Deal,closureDate,ClosureDate,datetime,1,,,,,,,,,,,,LAZY,,composite,organization,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,dateTime,{}
Deal,nextFollowUp,NextFollowUp,datetime,1,,,,,,,,,,,,LAZY,,composite,organization|dealStatus,,,DateTimeType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,dateTime,{}
Deal,initialAmount,InitialAmount,float,1,,,,,,,,,,,,LAZY,,,,,,TextType,{},,,,1,1,1,1,,,1,1,"deal:read,deal:write",,,,word,{}
